 n_tokens_title, n_tokens_content, n_unique_tokens, n_non_stop_words, n_non_stop_unique_tokens, num_hrefs, num_self_hrefs, num_imgs, num_videos, average_token_length, num_keywords, data_channel_is_lifestyle, data_channel_is_entertainment, data_channel_is_bus, data_channel_is_socmed, data_channel_is_tech, data_channel_is_world, kw_min_min, kw_max_min, kw_avg_min, kw_min_max, kw_max_max, kw_avg_max, kw_min_avg, kw_max_avg, kw_avg_avg, self_reference_min_shares, self_reference_max_shares, self_reference_avg_sharess, weekday_is_monday, weekday_is_tuesday, weekday_is_wednesday, weekday_is_thursday, weekday_is_friday, weekday_is_saturday, weekday_is_sunday, is_weekend, LDA_00, LDA_01, LDA_02, LDA_03, LDA_04, global_subjectivity, global_sentiment_polarity, global_rate_positive_words, global_rate_negative_words, rate_positive_words, rate_negative_words, avg_positive_polarity, min_positive_polarity, max_positive_polarity, avg_negative_polarity, min_negative_polarity, max_negative_polarity, title_subjectivity, title_sentiment_polarity, abs_title_subjectivity, abs_title_sentiment_polarity, shares
7,586,0.531914893,0.999999997,0.655172412,35,2,1,0,4.988054608,10,0,1,0,0,0,0,4,1200,302.5,0,690400,158240,0,5923.4,2527.447591,629,629,629,1,0,0,0,0,0,0,0,0.267644781,0.314513605,0.377454934,0.020384493,0.020002187,0.415550668,0.19044477,0.037542662,0.003412969,0.916666667,0.083333333,0.323278237,0.033333333,0.8,-0.229166667,-0.291666667,-0.166666667,0,0,0.5,0,1700
10,568,0.522522522,0.999999997,0.67696629,27,2,12,0,4.588028169,6,0,0,0,1,0,0,-1,165,60,0,843300,224666.6667,0,4335.102449,3181.694758,1700,1700,1700,0,0,0,0,1,0,0,0,0.314258265,0.03345807,0.033448802,0.585196507,0.033638357,0.510499406,0.219868496,0.061619718,0.014084507,0.813953488,0.186046512,0.423896104,0.033333333,1,-0.33125,-0.8,-0.1,0.535714286,0.285714286,0.035714286,0.285714286,1700
7,596,0.494809688,0.999999997,0.649572648,3,2,0,12,4.501677852,8,0,0,0,0,0,0,-1,24900,3292.07375,24900,843300,451462.5,3584.587252,24900,8664.132212,3200,7100,5150,0,0,0,0,0,0,1,1,0.025001657,0.025015262,0.025001759,0.586413161,0.33856816,0.43976584,0.016707989,0.038590604,0.026845638,0.58974359,0.41025641,0.296113307,0.1,0.6,-0.322395833,-0.8,-0.05,0,0,0.5,0,1700
10,493,0.479253111,0.999999997,0.602006687,12,0,1,0,5.15010142,6,0,0,1,0,0,0,-1,224,85.09833333,24200,843300,334933.3333,1696.053571,4660.98307,3162.823656,0,0,0,1,0,0,0,0,0,0,0,0.699692108,0.033336443,0.200162518,0.03337786,0.033431071,0.350483405,0.066724387,0.034482759,0.014198783,0.708333333,0.291666667,0.289358289,0.1,0.6,-0.354761905,-0.8,-0.1,0.4,-0.2,0.1,0.2,1700
12,519,0.546692606,0.999999997,0.677053822,12,1,1,0,5.529865125,7,0,0,1,0,0,0,-1,224,117.5971429,44700,843300,457700,1835.858182,5784.119777,3855.088547,0,0,0,0,0,0,0,0,0,1,1,0.885657648,0.028572012,0.028597635,0.028601238,0.028571466,0.340580332,0.192352773,0.055876686,0.003853565,0.935483871,0.064516129,0.35585162,0.033333333,0.9,-0.3125,-0.5,-0.125,0.5,0.5,0,0.5,1700
12,529,0.427184465,0.999999997,0.52760736,6,3,21,0,4.092627599,8,0,0,0,0,1,0,217,790,393.3333333,0,617900,97412.5,0,3323.745161,1767.811959,1100,1500,1233.333333,0,0,0,0,1,0,0,0,0.416201433,0.257668755,0.025006047,0.025005663,0.276118102,0.533641174,0.183335738,0.043478261,0.017013233,0.71875,0.28125,0.481888763,0.136363636,1,-0.288888889,-0.8,-0.1,0.8,0.4,0.3,0.4,1700
10,600,0.471666666,0.999999997,0.622159089,5,4,5,0,4.56,6,0,0,0,0,1,0,-1,1200,293.6666667,6900,843300,241783.3333,2680.027037,3791.838178,3338.658718,2500,5700,4266.666667,1,0,0,0,0,0,0,0,0.189767227,0.033345949,0.215410028,0.033392922,0.528083874,0.388820407,0.135657422,0.065,0.013333333,0.829787234,0.170212766,0.303683816,0.033333333,0.8,-0.207465278,-0.25,-0.155555556,0,0,0.5,0,1700
10,514,0.591286306,0.999999997,0.719626166,19,2,15,1,4.620622568,8,0,0,0,0,0,0,-1,451,122.6557143,0,843300,422500,0,5805.597726,3918.918721,4700,6700,5700,1,0,0,0,0,0,0,0,0.374395014,0.026844867,0.025003535,0.548049761,0.025706823,0.537700989,0.163289464,0.058365759,0.03307393,0.638297872,0.361702128,0.501414141,0.1,1,-0.276365546,-1,-0.05,1,0.7,0.5,0.7,1700
11,576,0.495378927,0.999999997,0.643076921,5,5,12,0,4.322916667,8,0,0,1,0,0,0,-1,346,179.07375,7900,843300,229137.5,1379.725664,3574.804905,2511.635039,936,8400,4668,1,0,0,0,0,0,0,0,0.289946798,0.02500063,0.151251807,0.025000092,0.508800673,0.463340175,0.118713738,0.046875,0.027777778,0.627906977,0.372093023,0.36866843,0.16,0.5,-0.185540675,-1,-0.025,0,0,0.5,0,1700
15,565,0.471428571,0.999999997,0.649517683,15,5,9,1,4.277876106,10,0,0,1,0,0,0,-1,712,147.436,9000,843300,454910,2280.231132,7454.461287,4754.240806,878,20400,13292.66667,0,0,0,0,1,0,0,0,0.320449382,0.138314243,0.020028706,0.50120759,0.020000079,0.480827423,0.277289767,0.060176991,0.008849558,0.871794872,0.128205128,0.445798319,0.1,1,-0.198333333,-0.4,-0.1,0.475,0.275,0.025,0.275,1700
14,576,0.445217391,0.999999997,0.610062891,5,1,1,0,4.442708333,5,0,0,0,0,0,1,217,2900,821.2,2900,51900,26080,1742.481481,2900,2243.659315,0,0,0,0,0,0,0,1,0,0,0,0.040001515,0.040001625,0.839993141,0.04000103,0.040002689,0.424113475,0.105560928,0.03125,0.019097222,0.620689655,0.379310345,0.428872054,0.1,1,-0.250757576,-0.5,-0.1,0,0,0.5,0,1700
8,670,0.384146341,0.999999997,0.520833332,25,3,12,0,4.507462687,10,0,0,0,0,1,0,4,976,218.1,9500,843300,248470,2427.25,5091.975962,3388.171445,10100,19700,14900,0,0,0,0,0,1,0,1,0.232268348,0.020013378,0.020061444,0.020557785,0.707099047,0.462974308,0.328540843,0.053731343,0.001492537,0.972972973,0.027027027,0.4246633,0.033333333,1,-0.2,-0.2,-0.2,0.5,0.5,0,0.5,1700
10,503,0.508230452,0.999999997,0.613772453,28,1,15,0,4.534791252,9,1,0,0,0,0,0,-1,570,227.5555556,16600,843300,202322.2222,2685.875,8161.181343,4577.413329,1800,1800,1800,0,0,0,0,0,1,0,1,0.022568582,0.022226278,0.022223612,0.909728403,0.023253125,0.565940657,0.285901989,0.043737575,0.011928429,0.785714286,0.214285714,0.494834711,0.136363636,1,-0.239583333,-0.6,-0.05,0.066666667,0,0.433333333,0,1700
10,496,0.544329896,0.999999997,0.706451611,10,0,1,0,4.989919355,8,0,0,0,0,0,1,4,82,46.125,13200,843300,216037.5,1600.888889,3268.61783,2393.414873,0,0,0,0,0,0,1,0,0,0,0,0.025000229,0.025000094,0.899987814,0.025000069,0.025011794,0.497465035,0.105574981,0.040322581,0.018145161,0.689655172,0.310344828,0.359204545,0.1,0.6,-0.262962963,-0.6,-0.1,0,0,0.5,0,1600
11,560,0.555357142,0.999999997,0.788778875,8,0,1,0,4.928571429,9,0,0,0,0,0,1,-1,895,156.5,0,843300,210766.6667,0,4042.888418,2348.789879,0,0,0,0,0,0,1,0,0,0,0,0.128015449,0.022237977,0.804520667,0.022227097,0.02299881,0.483748196,0.071771284,0.028571429,0.016071429,0.64,0.36,0.312357955,0.1,0.8,-0.22037037,-0.5,-0.05,0,0,0.5,0,1600
11,483,0.486899562,0.999999997,0.58965517,11,1,1,0,4.753623188,7,0,0,0,0,1,0,-1,512,159.4285714,11400,843300,215071.4286,1888.176471,3506.866884,2652.048127,0,0,0,0,0,0,0,0,0,1,1,0.028605507,0.02857213,0.028578919,0.028571492,0.885671953,0.397584551,0.069835633,0.031055901,0.01863354,0.625,0.375,0.312316017,0.1,0.5,-0.265740741,-0.8,-0.05,0,0,0.5,0,1600
8,672,0.496251873,0.999999997,0.691139239,7,3,1,0,4.700892857,6,0,0,1,0,0,0,4,477,177.6666667,7100,843300,292700,2193.933333,4025.542445,2966.76741,994,3700,2347,0,0,0,0,1,0,0,0,0.403317236,0.033368043,0.033362888,0.033385935,0.496565899,0.458556113,0.135063353,0.037202381,0.017857143,0.675675676,0.324324324,0.387833333,0.05,1,-0.187268519,-0.3,-0.1,0,0,0.5,0,1600
10,534,0.549019607,0.999999997,0.66261398,27,5,1,0,4.649812734,6,0,1,0,0,0,0,4,382,268.1666667,15800,690400,150966.6667,2213.865385,5033.117647,3106.608041,1000,3500,2250,0,0,0,1,0,0,0,0,0.034381048,0.034674919,0.252054813,0.645554511,0.033334709,0.477083333,0.089822568,0.037453184,0.02247191,0.625,0.375,0.349621212,0.05,1,-0.271180556,-0.5,-0.155555556,0,0,0.5,0,1600
8,570,0.527075811,0.999999997,0.682857141,21,1,10,0,4.726315789,9,0,0,0,0,1,0,4,4700,1205.875,0,843300,162966.6667,0,22333.33333,5654.272366,5000,5000,5000,0,0,0,1,0,0,0,0,0.022346695,0.13349932,0.13628439,0.022379385,0.68549021,0.538989821,0.164447032,0.052631579,0.010526316,0.833333333,0.166666667,0.337531746,0.1,1,-0.240509259,-0.4,-0.15,0,0,0.5,0,1600
9,534,0.565637065,0.999999997,0.770491801,7,1,1,1,4.79588015,6,1,0,0,0,0,0,-1,585,176,5300,843300,313916.6667,1837.875,4245.586957,3163.151996,40000,40000,40000,0,0,1,0,0,0,0,0,0.033976712,0.033339741,0.590418329,0.033452102,0.308813116,0.449563557,0.086610553,0.037453184,0.026217228,0.588235294,0.411764706,0.507202381,0.2,1,-0.380239403,-1,-0.071428571,0,0,0.5,0,1600
8,448,0.47767857,0.999999997,0.560402683,22,4,16,0,4.955357143,6,0,0,0,0,0,0,4,8200,1552.5,8200,690400,252133.3333,3195.938534,8200,4773.396611,4900,7500,6200,1,0,0,0,0,0,0,0,0.033334604,0.033973636,0.033333624,0.866022995,0.033335141,0.483535354,0.122272727,0.042410714,0.022321429,0.655172414,0.344827586,0.377719298,0.1,1,-0.314166667,-0.625,-0.1,0.4,-0.4,0.1,0.4,1600
11,471,0.614561027,0.999999997,0.779264211,3,1,2,1,4.910828025,8,0,1,0,0,0,0,-1,974,356.2857143,0,843300,198823.625,0,4348.455932,2516.658063,974,974,974,1,0,0,0,0,0,0,0,0.025000778,0.899962196,0.025000589,0.02503608,0.025000357,0.397089491,0.107877668,0.029723992,0.014861996,0.666666667,0.333333333,0.366020408,0.16,0.5,-0.232738095,-0.5,-0.05,0,0,0.5,0,1600
9,601,0.505862646,0.999999997,0.636597937,7,4,12,0,4.700499168,10,0,1,0,0,0,0,217,1200,448,0,69100,26520,0,4261.804598,2022.246553,1300,1600,1400,0,0,0,1,0,0,0,0,0.126216587,0.402153378,0.020008183,0.137571186,0.314050666,0.552040439,0.225803769,0.053244592,0.003327787,0.941176471,0.058823529,0.327852746,0.033333333,0.8,-0.208333333,-0.291666667,-0.125,0.454545455,0.136363636,0.045454545,0.136363636,1600
13,424,0.622222221,0.999999997,0.70034843,22,5,0,12,4.556603774,10,0,1,0,0,0,0,4,537,134.6,3400,843300,368760,1660,4936.686722,3520.843146,2900,2900,2900,0,0,1,0,0,0,0,0,0.300248488,0.020416335,0.020030263,0.539348886,0.119956028,0.662950938,0.132575758,0.028301887,0.009433962,0.75,0.25,0.448863636,0.1,0.85,-0.75,-1,-0.4,0,0,0.5,0,1600
8,573,0.55376344,0.999999997,0.747826085,28,2,0,2,4.797556719,7,0,0,0,0,0,0,4,1200,339.7142857,8300,690400,220314.2857,2502,10169.7551,4632.378833,731,731,731,0,0,0,0,1,0,0,0,0.028594558,0.028646268,0.02859826,0.885577794,0.02858312,0.587560508,0.118641529,0.04886562,0.027923211,0.636363636,0.363636364,0.347809988,0.05,1,-0.301153274,-0.8,-0.1,0.666666667,-0.333333333,0.166666667,0.333333333,1600
15,605,0.52495697,0.999999997,0.730659024,6,5,2,0,4.409917355,7,0,1,0,0,0,0,-1,438,109,0,843300,255728.5714,0,5354.571816,3307.874419,1300,5800,3550,0,0,0,0,0,0,1,1,0.02857357,0.530316722,0.028770503,0.383766781,0.028572423,0.384762286,0.2234375,0.052892562,0.009917355,0.842105263,0.157894737,0.37140625,0.0625,1,-0.15,-0.25,-0.05,0.4,-0.2,0.1,0.2,1600
11,547,0.567107749,0.999999997,0.74174174,21,6,1,6,4.760511883,8,0,0,0,0,0,0,-1,550,83.57375,10100,843300,498862.5,1556.956522,7378.166086,4289.929258,2300,3900,3033.333333,0,0,0,0,0,1,0,1,0.025001208,0.182247607,0.025849018,0.492888621,0.274013546,0.494230769,0.049009324,0.034734918,0.018281536,0.655172414,0.344827586,0.329545455,0.05,0.6,-0.445,-1,-0.1,0,0,0.5,0,1600
11,552,0.511450381,0.999999997,0.610795453,18,1,1,0,5.005434783,7,0,0,0,0,0,1,-1,620,238.5714286,12500,843300,170557.1429,1684.151515,3762.2,2589.100536,1500,1500,1500,0,0,0,0,0,0,1,1,0.028571492,0.028580682,0.885704236,0.028571468,0.028572123,0.402392977,0.153353612,0.027173913,0.012681159,0.681818182,0.318181818,0.389090909,0.1,0.8,-0.131349206,-0.166666667,-0.05,0.288888889,-0.155555556,0.211111111,0.155555556,1600
14,544,0.454545454,0.999999997,0.627906975,6,6,1,1,4.172794118,6,0,1,0,0,0,0,-1,777,229.6666667,1300,843300,313650,974.6666667,3659.171224,2527.380827,605,3500,1536.4,0,0,1,0,0,0,0,0,0.36671988,0.366047124,0.200026284,0.033867109,0.033339602,0.2773093,0.020982236,0.020220588,0.012867647,0.611111111,0.388888889,0.280165289,0.136363636,0.5,-0.21547619,-0.4,-0.05,0.5,-0.25,0,0.25,1600
12,687,0.500736376,0.999999997,0.692893399,5,5,1,2,4.358078603,7,0,1,0,0,0,0,-1,12500,2355.5,0,843300,188200,0,19800,5148.785511,1500,27100,7600,0,0,0,0,1,0,0,0,0.028572778,0.02917997,0.028572211,0.885102594,0.028572446,0.429677128,-0.034500361,0.033478894,0.034934498,0.489361702,0.510638298,0.322200264,0.1,0.6,-0.385474537,-1,-0.155555556,0.5,0,0,0,1600
9,754,0.437499999,0.999999997,0.668421051,11,0,1,0,4.110079576,6,0,0,1,0,0,0,-1,996,291.8333333,1600,843300,315316.6667,1298,4629.361135,3310.814846,0,0,0,0,1,0,0,0,0,0,0,0.701185447,0.198668773,0.033335747,0.033378801,0.033431232,0.540197001,0.194574628,0.057029178,0.018567639,0.754385965,0.245614035,0.441598711,0.1,1,-0.327721088,-0.8,-0.05,0.1,0,0.4,0,1600
13,613,0.520458264,0.999999997,0.722388058,5,2,1,0,4.587275693,7,0,0,1,0,0,0,4,488,175.1428571,7700,843300,267814.2857,1854.638554,3303.462238,2582.811165,0,0,0,0,0,0,0,1,0,0,0,0.673561609,0.028573046,0.028585516,0.028571782,0.240708047,0.488014354,0.183303429,0.037520392,0.009787928,0.793103448,0.206896552,0.345059289,0.1,1,-0.150694444,-0.2,-0.125,0,0,0.5,0,1500
10,572,0.477396021,0.999999997,0.574525744,4,3,12,2,4.466783217,9,0,0,0,0,0,0,-1,674,218.8433333,4200,843300,405122.2222,2451.6,9374.942857,4867.868096,3200,3200,3200,0,1,0,0,0,0,0,0,0.022222594,0.472776522,0.022222436,0.46052776,0.022250688,0.544304909,0.254607735,0.071678322,0.013986014,0.836734694,0.163265306,0.376992926,0.136363636,0.7,-0.2796875,-0.4,-0.125,0.666666667,0.333333333,0.166666667,0.333333333,1500
8,659,0.475165562,0.999999997,0.631720428,15,2,6,0,4.185128983,7,1,0,0,0,0,0,217,634,395.1666667,0,617900,108885.7143,0,4003.544521,2224.062062,972,972,972,0,0,0,0,0,0,1,1,0.029005459,0.028595668,0.028576092,0.02879978,0.885023002,0.437111111,0.233916667,0.047040971,0.016691958,0.738095238,0.261904762,0.434408602,0.1,1,-0.173106061,-0.291666667,-0.025,0.5,0.5,0,0.5,1500
13,599,0.552083332,0.999999997,0.701612901,18,5,1,1,4.534223706,4,0,1,0,0,0,0,4,176,100.75,16300,690400,210225,1496.566667,3278.649419,2446.90226,1900,1900,1900,0,0,1,0,0,0,0,0,0.050003334,0.05220156,0.050147997,0.797647083,0.050000027,0.449247863,0.075965423,0.051752922,0.033388982,0.607843137,0.392156863,0.433296676,0.033333333,1,-0.387222222,-1,-0.05,0.3,-0.5,0.2,0.5,1500
7,545,0.477582845,0.999999997,0.610591898,3,2,1,0,4.811009174,6,0,0,1,0,0,0,4,721,350.25,0,690400,237833.3333,0,3409.846854,1652.990151,1600,1600,1600,0,0,0,0,0,0,1,1,0.866654155,0.033337975,0.033336312,0.033336125,0.033335433,0.351636905,0.109300595,0.042201835,0.016513761,0.71875,0.28125,0.36884058,0.05,0.8,-0.214351852,-0.5,-0.1,0,0,0.5,0,1500
11,452,0.544843048,0.999999997,0.680555553,7,3,1,1,4.32079646,9,0,0,0,1,0,0,4,640,305,0,690400,108777.7778,0,5604.5,3099.188248,61600,61600,61600,1,0,0,0,0,0,0,0,0.022926549,0.436940633,0.022508311,0.493849638,0.023774868,0.304309708,0.132184385,0.033185841,0.011061947,0.75,0.25,0.435873016,0.285714286,0.8,-0.228333333,-0.5,-0.05,0.033333333,0,0.466666667,0,1500
12,747,0.386430678,0.999999997,0.511335011,7,1,1,1,4.243641232,7,0,0,0,0,0,1,-1,3800,933.6666667,0,843300,160408.4286,0,40560,7631.852759,1200,1200,1200,0,0,0,1,0,0,0,0,0.028575363,0.028691295,0.42382801,0.028640584,0.490264749,0.316333333,0.037024793,0.022757697,0.020080321,0.53125,0.46875,0.371746881,0.1,0.7,-0.212222222,-0.7,-0.1,0,0,0.5,0,1500
10,616,0.48275862,0.999999997,0.566666665,27,4,12,0,4.452922078,6,0,0,0,0,1,0,4,368,148.5,17000,843300,229483.3333,2118.679707,8933.3,3810.084819,1400,3400,2400,0,0,1,0,0,0,0,0,0.033388694,0.033334039,0.033343715,0.033333537,0.866600015,0.454123377,0.174082596,0.048701299,0.011363636,0.810810811,0.189189189,0.317707071,0.1,1,-0.205045351,-0.388888889,-0.071428571,0,0,0.5,0,1500
7,526,0.488281249,0.999999997,0.637462234,4,3,16,0,4.633079848,6,0,1,0,0,0,0,4,57,41.5,27700,843300,204216.6667,1811.135371,3257.027003,2557.985555,14200,14200,14200,0,0,1,0,0,0,0,0,0.033495899,0.622617209,0.033333923,0.033432498,0.27712047,0.433277901,0.183906135,0.051330798,0.005703422,0.9,0.1,0.318574635,0.1,0.7,-0.208333333,-0.4,-0.1,0,0,0.5,0,1500
8,514,0.555110219,0.999999997,0.709999998,9,1,1,0,4.836575875,9,1,0,0,0,0,0,4,456,331.625,0,690400,109211.1111,0,4192.7,3059.185109,6900,6900,6900,0,0,1,0,0,0,0,0,0.022421784,0.10537996,0.223317219,0.022283925,0.626597113,0.373390134,0.025477427,0.031128405,0.015564202,0.666666667,0.333333333,0.280211039,0.1,1,-0.282886905,-0.8,-0.071428571,0,0,0.5,0,1500
12,626,0.50482315,0.999999997,0.663265304,23,16,9,0,4.693290735,10,0,0,0,1,0,0,4,279,135.2,22100,843300,228660,1765.40153,3866.079646,2869.092735,985,20100,12048.92857,0,0,0,0,0,1,0,1,0.425581399,0.020001182,0.020032536,0.020031804,0.514353078,0.532285539,0.185273268,0.054313099,0.014376997,0.790697674,0.209302326,0.387369493,0.1,0.8,-0.246759259,-0.5,-0.125,0.443181818,0.170454545,0.056818182,0.170454545,1500
11,559,0.413479052,0.999999997,0.560509552,6,3,7,1,4.189624329,7,0,0,0,1,0,0,4,349,113.8571429,33400,843300,212542.8571,2608.418726,3751.403495,2996.21624,2600,6200,4400,0,0,0,0,1,0,0,0,0.46651278,0.028627675,0.028765604,0.028866455,0.447227486,0.373956197,0.157548701,0.037567084,0.005366726,0.875,0.125,0.287894249,0.136363636,1,-0.119642857,-0.1875,-0.071428571,0,0,0.5,0,1500
8,587,0.482817869,0.999999997,0.623931622,4,2,1,0,4.826235094,5,0,1,0,0,0,0,4,570,151.2,945,843300,228029,385.3333333,3269.420172,2424.51905,2000,2000,2000,0,0,0,0,0,1,0,1,0.040000412,0.639913118,0.239941714,0.040144303,0.040000454,0.432850564,0.131840463,0.045996593,0.023850085,0.658536585,0.341463415,0.399494949,0.1,1,-0.26875,-0.4,-0.025,0,0,0.5,0,1500
10,557,0.459459459,0.999999997,0.564885495,3,2,7,0,4.746858169,9,0,1,0,0,0,0,-1,552,230.5,0,843300,170344.4444,0,3404.200521,1735.25031,1100,1500,1300,1,0,0,0,0,0,0,0,0.022226037,0.479453331,0.316435031,0.159661743,0.022223857,0.398993923,0.085474734,0.041292639,0.028725314,0.58974359,0.41025641,0.3818083,0.0625,1,-0.321056548,-0.4,-0.1,0.1,0.1,0.4,0.1,1500
10,598,0.414715718,0.999999997,0.601910826,6,3,1,1,4.098662207,9,0,0,0,0,1,0,217,488,369,3800,617900,84922.22222,1350.454545,3145.031751,2260.087727,0,0,0,0,0,0,1,0,0,0,0,0.022275885,0.354355537,0.022227971,0.022224057,0.578916549,0.591344681,0.234782995,0.045150502,0.005016722,0.9,0.1,0.392464326,0.1,1,-0.066666667,-0.1,-0.05,0.9,0.45,0.4,0.45,1500
8,615,0.534569982,0.999999997,0.719999998,15,3,1,9,4.630894309,10,0,0,0,0,0,1,217,695,470.625,0,39400,18260,0,6178.214286,2507.757072,777,1700,1238.5,0,1,0,0,0,0,0,0,0.020452918,0.020174554,0.334963507,0.603897193,0.020511828,0.496527778,0.091319444,0.040650407,0.024390244,0.625,0.375,0.438666667,0.1,1,-0.288888889,-0.5,-0.1,0,0,0.5,0,1500
12,623,0.503267973,0.999999997,0.675603215,5,4,9,0,4.715890851,7,0,0,0,0,1,0,-1,716,249.4,0,843300,230385.7143,0,3434.607531,1982.288496,716,2300,1508,0,0,0,1,0,0,0,0,0.028574866,0.028576137,0.028574159,0.456234702,0.458040136,0.436591479,0.168409661,0.059390048,0.014446228,0.804347826,0.195652174,0.36016263,0.1,1,-0.235185185,-0.7,-0.1,0.1,0.2,0.4,0.2,1500
10,739,0.431105047,0.999999997,0.66490765,9,0,1,0,4.270635995,9,0,0,1,0,0,0,4,1800,504.25,0,843300,219966.6667,0,5010.479167,2954.196958,0,0,0,0,0,0,1,0,0,0,0,0.911061381,0.022224385,0.022223312,0.022237187,0.022253734,0.496049029,0.19618554,0.048714479,0.01082544,0.818181818,0.181818182,0.40831229,0.1,1,-0.339583333,-1,-0.025,0,0,0.5,0,1500
11,641,0.458860759,0.999999997,0.607894735,20,4,6,0,4.444617785,6,0,0,0,0,1,0,-1,566,208.6666667,7000,843300,368816.6667,2122.796296,3437.480002,2717.793803,2300,9800,4450,0,0,0,0,0,1,0,1,0.033349691,0.033334379,0.202290347,0.033333556,0.697692027,0.508101269,0.151493614,0.059282371,0.034321373,0.633333333,0.366666667,0.411802233,0.136363636,1,-0.234018759,-0.5,-0.05,0.5,0.5,0,0.5,1500
9,645,0.491935483,0.999999997,0.66757493,2,1,1,0,4.454263566,8,0,0,1,0,0,0,-1,934,186,0,843300,294325,0,4169.713679,1967.530195,1400,1400,1400,1,0,0,0,0,0,0,0,0.643416285,0.150309417,0.156079805,0.025019771,0.025174722,0.503075397,0.14145172,0.031007752,0.013953488,0.689655172,0.310344828,0.386244048,0.0625,0.7,-0.27473545,-0.8,-0.1,0,0,0.5,0,1400
11,497,0.651639343,0.999999997,0.836601304,9,0,1,1,4.804828974,5,0,1,0,0,0,0,-1,380,109,0,843300,256160,0,3737.271824,2572.943865,0,0,0,0,0,1,0,0,0,0,0,0.040004087,0.041425582,0.040002399,0.838566001,0.040001931,0.432015152,0.056454545,0.042253521,0.032193159,0.567567568,0.432432432,0.367748918,0.1,0.7,-0.3609375,-1,-0.05,0.454545455,0.136363636,0.045454545,0.136363636,1400
9,548,0.438931297,0.999999997,0.544585986,3,3,9,0,4.016423358,10,0,0,0,0,1,0,217,1000,477.5,651,80400,19105.1,651,3008.739264,1806.653676,492,2000,1330.666667,0,0,0,1,0,0,0,0,0.020001364,0.2191976,0.020366972,0.020000527,0.720433537,0.526637252,0.151365876,0.058394161,0.018248175,0.761904762,0.238095238,0.415310471,0.1,1,-0.190416667,-0.4,-0.05,0.9,0,0.4,0,1400
9,679,0.519999999,0.999999997,0.735218507,13,1,1,1,4.665684831,8,0,0,0,0,1,0,217,2600,700,0,80400,31887.5,0,3912.15,2447.486728,0,0,0,1,0,0,0,0,0,0,0,0.025536971,0.025033251,0.026058487,0.284043368,0.639327923,0.480652775,0.125886284,0.042709867,0.016200295,0.725,0.275,0.418640842,0.1,1,-0.340656566,-1,-0.05,0.1125,0,0.3875,0,1400
12,594,0.558823528,0.999999997,0.755043225,3,1,1,0,4.744107744,9,0,0,0,0,0,1,4,1300,237.8888889,1300,843300,209766.6667,1300,5621.022222,2737.029894,5100,5100,5100,1,0,0,0,0,0,0,0,0.022224693,0.022260957,0.7195999,0.022238366,0.213676084,0.405381494,0.180211039,0.042087542,0.01010101,0.806451613,0.193548387,0.378337662,0.1,0.8,-0.216666667,-0.4,-0.1,0.3,0.2,0.2,0.2,1400
11,554,0.517823639,0.999999997,0.641711228,24,10,14,1,4.958483755,9,0,1,0,0,0,0,-1,851,234.5,0,843300,194055.5556,0,4114.593333,2726.448557,1000,6300,2716.666667,0,1,0,0,0,0,0,0,0.022222659,0.90988122,0.022222431,0.023451159,0.022222531,0.525091575,0.270924908,0.028880866,0.010830325,0.727272727,0.272727273,0.51421131,0.166666667,1,-0.205555556,-0.4,-0.05,0,0,0.5,0,1400
10,582,0.549738219,0.999999997,0.709497205,15,5,1,1,4.950171821,6,0,1,0,0,0,0,4,1100,410.1666667,1100,690400,150700,1100,3414.578365,2346.601164,1200,2600,1820,1,0,0,0,0,0,0,0,0.033930058,0.586917635,0.033390451,0.312428194,0.033333662,0.363367898,0.046329155,0.025773196,0.015463918,0.625,0.375,0.365984848,0.0625,0.5,-0.362698413,-0.9,-0.1,0.583333333,0.416666667,0.083333333,0.416666667,1400
7,567,0.483695651,0.999999997,0.618768327,7,3,1,0,4.64021164,6,0,0,1,0,0,0,217,1400,573.25,0,617900,131950,0,3142.827022,1458.969361,780,1500,1160,0,0,1,0,0,0,0,0,0.699974074,0.200020746,0.033335967,0.033334825,0.033334388,0.410412735,0.070221908,0.029982363,0.014109347,0.68,0.32,0.301865292,0.1,0.5,-0.267881944,-0.8,-0.125,0,0,0.5,0,1400
9,618,0.401976935,0.999999997,0.505235601,6,4,20,0,4.090614887,7,0,0,0,0,1,0,4,224,128.1666667,0,843300,250900,0,5629.211022,2688.947987,1700,3000,2350,0,0,0,0,1,0,0,0,0.327897683,0.028578296,0.028585141,0.028575084,0.586363797,0.46166271,0.160605828,0.071197411,0.011326861,0.862745098,0.137254902,0.326320838,0.1,1,-0.24484127,-0.4,-0.125,1,1,0.5,1,1400
10,553,0.544789761,0.999999997,0.697406338,12,3,1,0,5.018083183,10,0,0,0,0,0,1,-1,640,210.8888889,0,843300,274160,0,5479.035714,2398.449429,1400,1700,1500,0,0,0,0,0,0,1,1,0.020000379,0.020000109,0.919969508,0.020029158,0.020000846,0.270341401,-0.0048689,0.019891501,0.021699819,0.47826087,0.52173913,0.251357733,0.1,0.5,-0.252430556,-0.6,-0.05,0,0,0.5,0,1400
